0	500	1000	0
0.0001	500.05	999.98	0
0.0002	500.1	999.96	0
0.0003	500.15	999.94	0
0.0004	500.2	999.92	0
0.0005	500.25	999.9	0
0.0006	500.3	999.88	0
0.0007	500.35	999.86	0
0.0008	500.4	999.84	0
0.0009	500.45	999.82	0
0.001	500.5	999.8	0
0.0011	500.55	999.78	0
0.0012	500.601	999.76	0
0.0013	500.651	999.74	0
0.0014	500.701	999.72	0
0.0015	500.751	999.7	0
0.0016	500.801	999.68	0
0.0017	500.851	999.66	0
0.0018	500.901	999.641	0
0.0019	500.951	999.621	0
0.002	501.001	999.601	0
0.0021	501.052	999.581	0
0.0022	501.102	999.561	0
0.0023	501.152	999.541	0
0.0024	501.202	999.521	0
0.0025	501.252	999.501	0
0.0026	501.302	999.481	0
0.0027	501.353	999.461	0
0.0028	501.403	999.441	0
0.0029	501.453	999.421	0
0.003	501.503	999.402	0
0.0031	501.553	999.382	0
0.0032	501.604	999.362	0
0.0033	501.654	999.342	0
0.0034	501.704	999.322	0
0.0035	501.754	999.302	0
0.0036	501.805	999.282	0
0.0037	501.855	999.262	0
0.0038	501.905	999.242	0
0.0039	501.955	999.223	0
0.004	502.006	999.203	0
0.0041	502.056	999.183	0
0.0042	502.106	999.163	0
0.0043	502.156	999.143	0
0.0044	502.207	999.123	0
0.0045	502.257	999.103	0
0.0046	502.307	999.084	0
0.0047	502.358	999.064	0
0.0048	502.408	999.044	0
0.0049	502.458	999.024	0
0.005	502.509	999.004	0
0.0051	502.559	998.984	0
0.0052	502.609	998.965	0
0.0053	502.66	998.945	0
0.0054	502.71	998.925	0
0.0055	502.761	998.905	0
0.0056	502.811	998.885	0
0.0057	502.861	998.866	0
0.0058	502.912	998.846	0
0.0059	502.962	998.826	0
0.006	503.013	998.806	0
0.0061	503.063	998.786	0
0.0062	503.113	998.767	0
0.0063	503.164	998.747	0
0.0064	503.214	998.727	0
0.0065	503.265	998.707	0
0.0066	503.315	998.687	0
0.0067	503.366	998.668	0
0.0068	503.416	998.648	0
0.0069	503.467	998.628	0
0.007	503.517	998.608	0
0.0071	503.568	998.589	0
0.0072	503.618	998.569	0
0.0073	503.669	998.549	0
0.0074	503.719	998.529	0
0.0075	503.77	998.51	0
0.0076	503.82	998.49	0
0.0077	503.871	998.47	0
0.0078	503.921	998.45	0
0.0079	503.972	998.431	0
0.008	504.022	998.411	0
0.0081	504.073	998.391	0
0.0082	504.124	998.371	0
0.0083	504.174	998.352	0
0.0084	504.225	998.332	0
0.0085	504.275	998.312	0
0.0086	504.326	998.293	0
0.0087	504.377	998.273	0
0.0088	504.427	998.253	0
0.0089	504.478	998.233	0
0.009	504.528	998.214	0
0.0091	504.579	998.194	0
0.0092	504.63	998.174	0
0.0093	504.68	998.155	0
0.0094	504.731	998.135	0
0.0095	504.782	998.115	0
0.0096	504.832	998.096	0
0.0097	504.883	998.076	0
0.0098	504.934	998.056	0
0.0099	504.984	998.037	0
0.01	505.035	998.017	0
0.0101	505.086	997.997	0
0.0102	505.137	997.978	0
0.0103	505.187	997.958	0
0.0104	505.238	997.938	0
0.0105	505.289	997.919	0
0.0106	505.339	997.899	0
0.0107	505.39	997.88	0
0.0108	505.441	997.86	0
0.0109	505.492	997.84	0
0.011	505.543	997.821	0
0.0111	505.593	997.801	0
0.0112	505.644	997.781	0
0.0113	505.695	997.762	0
0.0114	505.746	997.742	0
0.0115	505.796	997.723	0
0.0116	505.847	997.703	0
0.0117	505.898	997.683	0
0.0118	505.949	997.664	0
0.0119	506	997.644	0
0.012	506.051	997.625	0
0.0121	506.101	997.605	0
0.0122	506.152	997.585	0
0.0123	506.203	997.566	0
0.0124	506.254	997.546	0
0.0125	506.305	997.527	0
0.0126	506.356	997.507	0
0.0127	506.407	997.487	0
0.0128	506.458	997.468	0
0.0129	506.509	997.448	0
0.013	506.559	997.429	0
0.0131	506.61	997.409	0
0.0132	506.661	997.39	0
0.0133	506.712	997.37	0
0.0134	506.763	997.351	0
0.0135	506.814	997.331	0
0.0136	506.865	997.312	0
0.0137	506.916	997.292	0
0.0138	506.967	997.272	0
0.0139	507.018	997.253	0
0.014	507.069	997.233	0
0.0141	507.12	997.214	0
0.0142	507.171	997.194	0
0.0143	507.222	997.175	0
0.0144	507.273	997.155	0
0.0145	507.324	997.136	0
0.0146	507.375	997.116	0
0.0147	507.426	997.097	0
0.0148	507.477	997.077	0
0.0149	507.528	997.058	0
0.015	507.579	997.038	0
0.0151	507.63	997.019	0
0.0152	507.681	996.999	0
0.0153	507.732	996.98	0
0.0154	507.783	996.96	0
0.0155	507.835	996.941	0
0.0156	507.886	996.922	0
0.0157	507.937	996.902	0
0.0158	507.988	996.883	0
0.0159	508.039	996.863	0
0.016	508.09	996.844	0
0.0161	508.141	996.824	0
0.0162	508.192	996.805	0
0.0163	508.244	996.785	0
0.0164	508.295	996.766	0
0.0165	508.346	996.746	0
0.0166	508.397	996.727	0
0.0167	508.448	996.708	0
0.0168	508.499	996.688	0
0.0169	508.551	996.669	0
0.017	508.602	996.649	0
0.0171	508.653	996.63	0
0.0172	508.704	996.61	0
0.0173	508.755	996.591	0
0.0174	508.807	996.572	0
0.0175	508.858	996.552	0
0.0176	508.909	996.533	0
0.0177	508.96	996.513	0
0.0178	509.012	996.494	0
0.0179	509.063	996.475	0
0.018	509.114	996.455	0
0.0181	509.165	996.436	0
0.0182	509.217	996.417	0
0.0183	509.268	996.397	0
0.0184	509.319	996.378	0
0.0185	509.371	996.358	0
0.0186	509.422	996.339	0
0.0187	509.473	996.32	0
